Symbol,Name,Sector,Price,Dividend Yield,Price/Earnings,Earnings/Share,Book Value,52 week low,52 week high,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings,x,y
CMA,Comerica Inc.,Financials,34.26,2.36,12.06,2.84,43.03,30.48,53.45,6.02,0.0,2.3,0.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMA,33.367761287627204,9.396305472982831
CAG,ConAgra Foods Inc.,Consumer Staples,42.48,2.39,,-4.06,7.91,33.45,45.49,18.44,2.27,1.15,5.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAG,4.10675542015327,23.83043742810873
CXO,Concho Resources,Energy,88.78,,53.07,1.67,51.51,69.94,134.13,10.57,2.35,5.43,1.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CXO,11.397586566235974,-26.43811490543672
COP,ConocoPhillips,Energy,33.06,2.9,,-3.58,35.81,31.05,69.72,40.82,6.3,1.34,0.92,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COP,10.056226857556586,-27.08473323773391
CNX,CONSOL Energy Inc.,Energy,7.65,0.46,,-1.64,20.53,4.54,34.14,1.75,1.1,0.72,0.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CNX,1.0631810267871176,-28.94800734126915
ED,Consolidated Edison,Utilities,72.45,3.74,17.89,4.05,44.55,56.86,73.9,21.27,3.56,1.67,1.61,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ED,-34.539647998828194,-18.62865619546747
STZ,Constellation Brands,Consumer Staples,143.64,0.88,,5.05,0.0,110.45,155.68,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STZ,-26.472446546949172,0.9911678271023208
GLW,Corning Inc.,Industrials,18.12,2.89,18.17,1.0,14.59,15.42,24.89,20.16,2.49,2.2,1.23,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GLW,12.480132446888707,-11.66541778295458
COST,Costco Co.,Consumer Staples,154.72,1.07,28.97,5.34,24.67,117.03,169.73,68.04,4.77,0.58,6.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COST,-29.654155555900093,-5.925797949880426
CCI,Crown Castle International Corp.,Financials,86.74,4.08,19.62,4.42,21.28,75.71,88.26,28.89,2.03,7.85,4.06,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCI,6.778662638369911,27.50305773858767
CSRA,CSRA Inc.,Information Technology,26.54,1.5,19.91,1.33,1.27,25.36,26.56,4.31,0.6046600000000001,1.05,20.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSRA,-23.29948579431013,-20.743080145129152
CSX,CSX Corp.,Industrials,24.36,2.85,12.18,2.0,12.07,21.33,37.67,23.46,4.8,2.0,2.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSX,13.015556190637565,-10.937940018536587
CMI,Cummins Inc.,Industrials,97.7,3.96,12.46,7.84,42.49,79.88,146.13,17.03,2.57,0.88,2.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMI,1.5120088111719436,-23.21741935420461
CVS,CVS Caremark Corp.,Consumer Staples,98.4,1.74,21.26,4.63,33.78,81.37,113.65,108.34,11.86,0.7,2.87,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVS,-7.5357186529214335,21.09013037524187
DHI,D. R. Horton,Consumer Discretionary,27.22,1.23,13.23,2.06,16.39,22.97,33.1,10.07,1.25,0.9,1.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHI,19.267993520392217,19.72964607336464
DHR,Danaher Corp.,Industrials,88.26,0.62,18.62,4.74,34.49,81.25,97.62,60.62,4.52,2.91,2.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHR,23.145657557825533,14.311359736988395
DRI,Darden Restaurants,Consumer Discretionary,63.74,3.22,22.36,2.85,15.52,53.38,75.6,8.17,0.8733,1.18,4.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRI,-22.249304416078648,-10.702158043374887
DVA,DaVita Inc.,Health Care,65.33,,52.26,1.25,23.22,61.36,85.17,13.7,2.5,0.98,2.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVA,3.373776536030308,14.069738710335233
DE,Deere & Co.,Industrials,79.6,3.06,14.5,5.49,20.9,70.16,98.23,25.1,3.71,0.89,3.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DE,12.975306418840999,-13.851134079077587
DLPH,Delphi Automotive,Consumer Discretionary,66.68,1.75,13.18,5.06,8.09,55.59,90.57,18.51,2.49,1.17,7.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLPH,10.6014688758079,17.317407037935773
DAL,Delta Air Lines,Industrials,49.2,1.11,8.74,5.63,13.98,34.61,52.77,38.19,8.22,0.93,3.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DAL,-2.6617554687744587,10.179923131108099
XRAY,Dentsply International,Health Care,60.74,0.51,34.51,1.76,16.69,49.48,63.45,8.51,0.5923999999999999,3.03,3.47,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XRAY,-18.882477957827106,4.777848098994171
DVN,Devon Energy Corp.,Energy,19.56,1.18,,-35.55,16.86,18.07,70.48,8.63,3.38,0.68,1.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVN,8.457907953230242,-26.935224773675145
DO,Diamond Offshore Drilling,Energy,19.26,0.0,,-2.0,29.99,14.18,35.95,2.64,1.08,1.13,0.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DO,4.74793444523849,-26.852723712699408
DFS,Discover Financial Services,Financials,47.16,2.37,9.19,5.13,26.72,42.86,61.5,19.9,0.0,2.32,1.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DFS,6.793503230141464,15.639879676533662
DISCA,Discovery Communications-A,Consumer Discretionary,24.88,,15.79,1.58,8.59,23.74,34.94,15.78,2.44,2.5,2.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCA,25.238795675287328,-0.3031586248522554
DISCK,Discovery Communications-C,Consumer Discretionary,24.57,,15.59,1.58,8.59,23.33,32.78,15.59,2.44,2.46,2.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCK,25.03934320069323,-0.24838640140198184
DG,Dollar General,Consumer Discretionary,76.27,1.21,19.93,3.83,18.37,59.75,81.42,22.19,2.26,1.09,4.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DG,-22.02532364967482,-13.395454252719949
DLTR,Dollar Tree,Consumer Discretionary,82.3,,68.58,1.2,17.64,60.31,84.22,19.32,1.5,1.52,4.63,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLTR,-25.430521243014997,-2.869178651333119
D,Dominion Resources,Utilities,71.83,3.96,22.45,3.2,21.22,64.54,76.59,42.86,5.3,3.64,3.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=D,-35.07733620937581,-10.30343505936492
DOV,Dover Corp.,Industrials,60.54,2.73,11.09,5.46,23.51,50.91,78.21,9.38,1.3,1.32,2.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOV,18.90844244120237,-16.375709336359478
DOW,Dow Chemical,Materials,48.1,3.84,7.82,6.15,19.14,35.11,57.1,53.73,8.61,1.08,2.47,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOW,-4.0824992390487065,-21.22569515187266
DPS,Dr Pepper Snapple Group,Consumer Staples,93.21,2.32,23.48,3.97,11.62,72.0,95.87,17.51,1.53,2.77,7.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DPS,-29.98088849378553,-6.950483310030428
DTE,DTE Energy Co.,Utilities,86.97,3.42,21.47,4.05,48.88,73.23,87.84,15.61,2.04,1.49,1.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DTE,-38.59838652324357,-12.699231900302633
DD,Du Pont (E.I.),Materials,60.42,2.52,27.96,2.16,11.2,47.11,76.59,52.67,4.11,2.05,5.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DD,-4.073148033729052,-21.335412504884815
DUK,Duke Energy,Utilities,76.44,4.41,18.88,4.05,57.74,65.5,80.1,52.59,8.61,2.2,1.3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DUK,-34.535825861110894,-15.773687620815258
DNB,Dun & Bradstreet,Industrials,95.09,2.04,20.51,4.64,-32.02,85.99,135.14,3.44,0.4548,2.07,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DNB,17.922893963054246,15.6632156208489
ETFC,E*Trade,Financials,23.23,,25.53,0.91,19.81,19.61,31.48,6.8,0.0,3.59,1.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETFC,26.18321534843565,13.826557707454192
EMN,Eastman Chemical,Materials,64.54,2.85,11.4,5.66,26.09,56.03,83.9,9.54,2.14,0.98,2.45,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMN,18.46258768003891,-13.58392779884058
ETN,Eaton Corporation,Industrials,57.28,3.81,13.54,4.23,32.91,46.19,73.82,26.43,3.31,1.26,1.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETN,20.87983727669559,-11.804872733132372
EBAY,eBay Inc.,Information Technology,24.18,,17.05,1.42,5.55,21.52,29.83,28.5,2.95,3.29,4.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EBAY,-15.786925580247484,-1.610416860506123
ECL,Ecolab Inc.,Materials,103.68,1.3,27.78,3.73,22.97,98.62,122.48,30.62,2.92,2.18,4.45,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ECL,23.36813279609221,8.677211533646478
EIX,Edison Int'l,Utilities,68.79,2.99,14.91,4.61,35.6,55.18,69.24,22.41,4.05,1.8,1.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EIX,-34.200194259619074,-14.370240003853164
EW,Edwards Lifesciences,Health Care,89.56,,39.8,2.25,11.6,61.38,89.58,19.33,0.7111000000000001,7.6,7.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EW,-24.537033484790072,-21.882426050498925
EA,Electronic Arts,Information Technology,64.68,,33.12,1.95,9.72,53.01,76.92,20.01,0.942,4.57,6.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EA,-29.59558724879119,-0.5080651594292332
EMC,EMC Corp.,Information Technology,25.93,1.82,25.67,1.01,10.88,22.66,29.24,50.38,5.38,2.0,2.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMC,10.085669547736511,-4.839337692149859
EMR,Emerson Electric Company,Industrials,48.63,3.86,12.83,3.79,11.59,41.25,62.75,31.27,4.04,1.45,4.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMR,21.415198752710108,-10.329083381611849
ENDP,Endo International,Health Care,52.67,,,-7.97,28.25,46.66,96.58,11.93,0.78218,3.44,1.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ENDP,-20.43587188572555,-14.650756004401991
ESV,Ensco plc,Energy,7.88,3.88,,-11.15,38.26,7.25,28.4,1.86,2.31,0.44,0.22,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESV,3.0665602966074217,-26.601417812425076
ETR,Entergy Corp.,Utilities,74.25,4.59,,-0.99,51.89,61.27,79.84,13.25,3.51,1.14,1.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETR,-35.78191157893781,-12.193907085823168
EOG,EOG Resources,Energy,68.5,0.93,,-6.96,24.17,57.15,101.36,37.65,4.98,3.68,2.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EOG,9.252026699794916,-28.005287197535573
EQT,EQT Corporation,Energy,56.18,0.2,100.5,0.56,33.28,47.1,92.79,8.57,1.54,4.46,1.72,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQT,0.29738818242061626,-30.614783212331904
EFX,Equifax Inc.,Financials,106.53,1.28,30.01,3.55,19.47,90.71,114.46,12.65,0.9014,4.65,5.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EFX,16.588810092964724,20.232345684718315
EQIX,Equinix,Information Technology,307.49,2.33,95.79,3.21,45.46,219.3,318.36,18.57,1.14,6.54,6.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQIX,-22.19903249610679,4.762892062738816
EQR,Equity Residential,Financials,74.5,2.98,31.55,2.36,28.6,61.9,82.53,27.17,1.79,9.73,2.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQR,-19.71486486203765,-8.299837300933527
ESS,Essex Property Trust Inc,Financials,211.0,3.05,60.46,3.49,94.28,191.25,244.71,13.79,0.80414,11.17,2.2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESS,0.5404250458017231,31.989079174657807
EL,Estee Lauder Cos.,Consumer Staples,92.68,1.31,29.9,3.1,9.76,73.67,92.7,34.16,2.13,3.06,9.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EL,-2.510801375276272,-4.366630378449498
ES,Eversource Energy,Utilities,56.66,3.22,20.53,2.76,32.46,44.64,56.92,17.96,2.42,2.24,1.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ES,-36.542392171697365,-14.13925962219074
EXC,Exelon Corp.,Utilities,31.98,3.91,12.59,2.54,28.04,25.09,34.98,29.42,8.22,0.99,1.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXC,-6.807643629862369,-20.611055384726612
EXPE,Expedia Inc.,Consumer Discretionary,105.13,0.9,18.44,5.7,32.37,88.4,140.51,15.83,0.7312000000000001,2.36,3.22,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPE,-23.77569217346499,8.189193809961429
EXPD,Expeditors Int'l,Industrials,45.91,1.54,19.87,2.31,9.88,40.41,51.8,8.56,0.74754,1.25,4.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPD,15.06936383246675,0.8707112119874231
ESRX,Express Scripts,Health Care,69.69,,19.58,3.56,25.67,65.55,94.61,46.56,6.87,0.45,2.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESRX,-7.6868790293322355,10.600117891981103
EXR,Extra Space Storage,Financials,84.54,2.74,44.49,1.9,17.1,63.52,91.99,10.44,0.45793,13.83,4.8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXR,-24.560684200573775,-0.036654817553312666
XOM,Exxon Mobil Corp.,Energy,82.01,3.54,21.3,3.85,41.01,66.55,90.09,340.83,39.69,1.38,1.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XOM,12.158613551926312,-21.09653874419212
FFIV,F5 Networks,Information Technology,95.95,,18.81,5.1,18.36,86.03,135.2,6.6,0.59424,3.33,5.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FFIV,-1.6907195537062158,29.91330547398314
FB,Facebook,Information Technology,108.07,,83.58,1.29,15.6,72.0,117.59,307.6,8.24,16.97,6.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FB,-28.63086030057231,3.4786437226253666
FAST,Fastenal Co,Industrials,45.07,2.65,25.46,1.77,6.22,34.45,45.65,13.0,0.91394,3.32,7.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FAST,11.30062762329519,-15.729483369209593
FRT,Federal Realty Investment Trust,Financials,150.43,2.55,49.65,3.03,23.8,124.87,153.32,10.48,0.47367,13.71,6.16,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FRT,4.73565187440196,32.902488507499434
FDX,FedEx Corporation,Industrials,135.98,0.74,34.87,3.9,54.39,119.71,185.19,37.48,7.27,0.76,2.45,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FDX,14.685386691058438,-1.7595557810997495
FIS,Fidelity National Information Services,Information Technology,60.04,1.73,27.48,2.18,31.52,55.11,73.6,17.75,1.98,2.65,1.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FIS,14.713443882677069,22.215542818225565
FITB,Fifth Third Bancorp,Financials,15.3,3.32,7.61,2.01,18.48,13.84,21.93,12.01,0.0,1.92,0.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FITB,33.57309999199533,12.716896454916961
FSLR,First Solar Inc,Information Technology,72.25,,12.74,5.67,53.4,40.25,72.52,7.29,0.84235,1.92,1.3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FSLR,-16.616450813121848,-8.1527212677905
FE,FirstEnergy Corp,Utilities,33.95,4.32,24.78,1.37,29.33,28.89,37.05,14.38,3.9,0.95,1.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FE,-35.89973601417165,-11.129389486354391
FISV,Fiserv Inc,Information Technology,99.47,,33.27,2.99,11.81,76.34,99.48,22.18,1.6,4.17,8.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FISV,16.345304986944136,23.31059266197585
FLIR,FLIR Systems,Industrials,31.02,1.54,18.03,1.72,11.95,25.12,32.89,4.28,0.35666000000000003,2.77,2.61,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLIR,-13.540748224715085,-6.271738234670037
FLS,Flowserve Corporation,Industrials,41.61,1.76,20.81,2.0,12.91,33.86,62.97,5.41,0.76247,1.2,3.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLS,19.16765302105049,-15.398210290082504
FLR,Fluor Corp.,Industrials,46.01,1.79,16.37,2.81,21.56,39.48,62.26,6.39,1.12,0.35,2.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLR,17.66160416608937,-10.319300416415796
FMC,FMC Corporation,Materials,37.38,1.74,10.22,3.66,14.27,32.24,64.72,5.0,0.5998,1.51,2.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FMC,18.36766899422832,-12.153666445869794
FTI,FMC Technologies Inc.,Energy,23.86,,14.04,1.7,10.97,22.3,44.43,5.46,0.7865,0.88,2.23,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTI,14.628930273273113,-24.186665252676445
F,Ford Motor,Consumer Discretionary,12.39,4.78,6.73,1.84,7.22,10.44,16.74,49.18,16.02,0.32,1.67,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=F,16.65739654449989,9.434883746926626
BEN,Franklin Resources,Financials,35.73,2.06,11.45,3.12,19.79,31.0,54.85,21.18,2.98,2.7,1.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BEN,5.402480849918342,-4.202451727965008
FCX,Freeport-McMoran Cp & Gld,Materials,7.12,0.0,,-11.31,6.26,3.52,23.97,8.9,3.38,0.57,1.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FCX,4.383563558016168,-22.86066844655507
FTR,Frontier Communications,Telecommunications Services,5.31,9.31,,-0.14,5.01,3.81,8.05,6.2,2.28,1.13,1.06,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTR,-7.4889671393402155,-18.009502455579693
GME,GameStop Corp.,Consumer Discretionary,29.96,4.93,8.08,3.71,18.51,24.33,47.83,3.14,0.8222,0.34,1.61,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GME,-19.49948360390957,-20.330899301405093
GPS,Gap (The),Consumer Discretionary,27.6,3.4,11.29,2.44,6.46,21.57,43.9,11.09,2.37,0.68,4.22,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPS,-16.586403302339807,-20.736945799586845
GRMN,Garmin Ltd.,Consumer Discretionary,40.31,4.98,16.87,2.39,17.63,30.93,50.79,7.65,0.6279399999999999,2.73,2.3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GRMN,6.621867959882829,-8.529882160816799
GD,General Dynamics,Industrials,137.24,2.02,15.11,9.08,34.46,121.61,153.76,42.76,4.66,1.34,3.92,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GD,7.931854616493587,20.84641029390432
GE,General Electric,Industrials,29.23,3.13,,-0.62,10.09,19.37,31.49,284.85,15.88,2.39,2.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GE,23.190445864693213,7.272824669882352
GGP,General Growth Properties Inc.,Financials,27.36,2.85,19.13,1.43,9.1,24.22,31.32,24.14,1.76,9.35,2.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GGP,-10.919776480798381,-12.54305430967721
GIS,General Mills,Consumer Staples,60.14,3.02,24.87,2.42,8.09,47.5,60.18,35.68,3.47,2.02,7.29,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GIS,-5.78931993307396,-2.7896993460683994
GM,General Motors,Consumer Discretionary,29.5,5.13,4.99,5.91,26.58,24.62,38.99,45.56,13.69,0.29,1.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GM,8.014361408277072,0.42229033001079214
GPC,Genuine Parts,Consumer Discretionary,91.87,2.85,19.84,4.63,20.9,76.5,97.29,13.83,1.29,0.9,4.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPC,16.772085145285992,1.0727123392080486
GILD,Gilead Sciences,Health Care,90.16,1.93,7.57,11.91,13.44,81.89,123.37,128.21,23.35,3.89,6.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GILD,-12.307584348022061,0.4897922412396586
GS,Goldman Sachs Group,Financials,148.25,1.75,12.21,12.14,171.45,139.05,218.77,65.47,0.0,1.9,0.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GS,29.192758954266075,18.214221644033287
GT,Goodyear Tire & Rubber,Consumer Discretionary,29.95,0.9,26.62,1.12,14.68,24.9,35.3,8.0,2.34,0.48,2.0,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GT,10.162649464973226,16.94236543980351
GWW,Grainger (W.W.) Inc.,Industrials,217.5,2.12,18.78,11.58,37.93,176.85,252.87,13.49,1.53,1.34,5.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GWW,10.657366489817996,-16.793093668293743
HAL,Halliburton Co.,Energy,32.5,2.19,,-0.79,18.06,27.64,50.2,27.9,4.07,1.18,1.8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAL,13.523150383092537,-23.370837993944296
HBI,Hanesbrands Inc,Consumer Discretionary,28.07,1.63,26.48,1.06,3.26,23.25,34.8,10.99,0.97435,1.89,8.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBI,-13.339470949047037,10.833796634595103
HOG,Harley-Davidson,Consumer Discretionary,43.32,2.89,11.74,3.69,10.01,36.36,65.2,7.96,1.36,1.29,4.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HOG,7.783100834017924,-8.317363445462194
HAR,Harman Int'l Industries,Consumer Discretionary,75.79,1.85,15.88,4.77,34.38,66.2,149.12,5.39,0.76971,0.8,2.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAR,23.640434918637105,3.272842987588493
HRS,Harris Corporation,Information Technology,76.14,2.62,137.69,0.55,26.13,69.84,89.78,9.49,1.46,1.48,2.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRS,-3.0238460133519727,6.1763710971609305
HIG,Hartford Financial Svc.Gp.,Financials,42.73,1.98,10.79,3.96,43.91,36.54,50.95,17.17,2.67,0.92,0.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HIG,31.214366036161472,17.938829378233024
HAS,Hasbro Inc.,Consumer Discretionary,76.13,2.74,21.32,3.57,13.31,59.74,84.42,9.51,0.84726,2.13,5.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAS,-15.274149750008517,-20.179307864026185
HCA,HCA Holdings,Health Care,70.0,0.0,14.03,4.99,-19.06,43.91,95.49,27.91,7.87,0.7,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCA,-1.1440852114422333,-13.021262150875785
HCP,HCP Inc.,Financials,29.66,7.94,,-1.21,20.07,25.11,44.79,13.81,1.81,5.29,1.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCP,-10.382266409718934,-15.539833844449552
HP,Helmerich & Payne,Energy,51.5,5.1,23.86,2.16,44.72,40.02,79.9,5.56,1.02,2.14,1.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HP,11.603109074515535,-23.989890462963942
HSIC,Henry Schein,Health Care,169.35,,29.76,5.69,35.0,126.17,169.45,13.88,0.92803,1.29,4.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSIC,-9.417291372296267,18.046218071701926
HES,Hess Corporation,Energy,41.58,2.24,,-10.78,68.45,32.41,79.0,11.78,1.6,1.81,0.61,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HES,10.608888811312749,-25.424834420578733
HPE,Hewlett Packard Enterprise,Information Technology,13.68,1.59,10.21,1.34,19.25,11.62,18.5,23.84,7.67,0.45,0.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPE,6.4231283399507655,-5.547105336937013
HD,Home Depot,Consumer Discretionary,126.86,1.92,23.8,5.33,6.01,92.17,135.47,160.84,13.14,1.84,20.9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HD,-5.008037524760409,23.141653015790414
HON,Honeywell Int'l Inc.,Industrials,104.19,2.26,17.25,6.04,23.73,87.0,111.86,80.16,7.71,2.06,4.35,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HON,14.8149931474496,5.183639438724568
HRL,Hormel Foods Corp.,Consumer Staples,43.87,1.35,31.79,1.38,7.87,27.08,45.72,23.2,1.3,2.52,5.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRL,-28.55744129211207,-22.22233168686069
HST,Host Hotels & Resorts,Financials,15.51,5.22,20.96,0.74,9.41,12.17,21.91,11.64,1.43,2.07,1.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HST,22.90564780090109,1.3027367252088176
HPQ,HP Inc.,Information Technology,10.34,4.64,4.17,2.48,15.4,8.91,16.17,18.53,12.2,0.19,0.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPQ,-0.9508971083569128,-16.522319984524223
HUM,Humana Inc.,Health Care,176.6,0.68,20.92,8.44,69.77,155.24,219.79,26.19,2.57,0.47,2.47,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HUM,-10.787320625803256,8.49207649003029
HBAN,Huntington Bancshares,Financials,8.64,3.17,10.67,0.81,7.81,7.83,11.9,6.87,0.0,2.35,1.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBAN,4.144877475739387,-0.7200310150590726
ITW,Illinois Tool Works,Industrials,94.98,2.28,18.51,5.13,14.36,78.79,100.14,34.55,3.34,2.56,6.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ITW,18.4654921499947,-1.120427001563604
